Date,Close,High,Low,Open,Volume
2019-11-01,607.4661254882812,616.8842049532159,598.0480460233467,602.7570857558139,4065000
2019-11-04,621.5932006835938,635.7203188809482,607.4660824862393,612.1751218853575,9762500
2019-11-05,612.1751708984375,631.0113300030048,612.1751708984375,626.302290226863,4812700
2019-11-06,607.4661254882812,616.8842049532159,602.7570857558139,616.8842049532159,5238000
2019-11-07,616.8841552734375,621.5931946266699,598.0479978605081,607.4660765669728,9224600
2019-11-08,612.1751708984375,621.5932504507211,607.4661311222957,616.8842106745793,5620300
2019-11-11,588.6299438476562,616.8841811523438,588.6299438476562,612.1751416015625,7238000
2019-11-12,593.3389282226562,598.0479673355345,583.9208499968998,588.6298891097781,4746100
2019-11-13,598.0480346679688,602.7570743110236,588.629955381859,593.3389950249139,5402100
2019-11-14,593.3389282226562,607.4660455612909,588.6298891097781,598.0479673355345,6732300
2019-11-15,555.6666870117188,602.7570842161017,536.8305281299656,593.3390047752251,8482100
2019-11-18,503.86712646484375,555.6665506808557,433.2315479884638,555.6665506808557,6586900
2019-11-19,536.8304443359375,536.8304443359375,455.8349737870066,480.321976511102,3691200
2019-11-20,527.412353515625,560.3756256103516,494.44908142089844,522.7033146449498,769700
2019-11-21,574.5028686523438,574.5028686523438,546.2486292104252,560.3757489313845,1284500
2019-11-22,574.5028686523438,583.9209484663166,550.9576691174117,574.5028686523438,962000
2019-11-25,574.5028686523438,574.5028686523438,555.6667090243981,565.0847888383709,556600
2019-11-26,569.7938232421875,574.5028631036931,560.3757435191761,569.7938232421875,12314300
2019-11-27,565.084716796875,569.7937561035156,536.8304809570312,569.7937561035156,4580600
2019-11-28,565.084716796875,565.084716796875,546.2485595703125,565.084716796875,4364400
2019-11-29,569.7938232421875,569.7938232421875,555.6667036576704,565.0847833806818,4384900
2019-12-02,560.3756713867188,574.5027891527704,550.9575928760175,569.79374989742,3778800
2019-12-03,541.53955078125,560.3757090692935,541.53955078125,560.3757090692935,4354300
2019-12-04,546.2485961914062,546.2485961914062,522.7033980797077,536.8305169467268,4814700
2019-12-05,546.2485961914062,546.2485961914062,527.4124377020474,541.5395565690666,5022400
2019-12-06,541.53955078125,546.2485903532609,517.9943529211956,546.2485903532609,4546200
2019-12-09,560.3756713867188,560.3756713867188,527.4123965992648,536.8304751099658,5330400
2019-12-10,546.2485961914062,555.6666754360857,522.7033980797077,555.6666754360857,5126200
2019-12-11,536.8304443359375,546.2485223067434,532.1214053505346,546.2485223067434,3164900
2019-12-12,536.8304443359375,536.8304443359375,532.1214053505346,536.8304443359375,2880600
2019-12-13,541.53955078125,546.2485903532609,532.1214716372283,536.8305112092391,4160600
2019-12-16,546.2485961914062,546.2485961914062,536.8305169467268,536.8305169467268,3048100
2019-12-17,541.53955078125,541.53955078125,527.4124320652174,541.53955078125,3809000
2019-12-18,536.8304443359375,541.5394833213405,527.4123663651316,541.5394833213405,4144000
2019-12-19,532.1214599609375,536.8304994296184,522.7033810235757,532.1214599609375,4251700
2019-12-20,532.1214599609375,532.1214599609375,508.5762626175332,532.1214599609375,2214400
2019-12-23,527.412353515625,527.412353515625,513.2852369035993,527.412353515625,3180100
2019-12-26,522.703369140625,522.703369140625,517.9943297789978,522.703369140625,3767100
2019-12-27,517.9943237304688,522.7033630371094,508.5762451171875,522.7033630371094,2909400
2019-12-30,517.9943237304688,565.084716796875,508.5762451171875,517.9943237304688,2738300
2020-01-02,522.703369140625,522.703369140625,513.2852904173706,517.9943297789978,3251500
2020-01-03,517.9943237304688,517.9943237304688,508.5762451171875,517.9943237304688,1725000
2020-01-06,513.2852783203125,517.9943175709576,508.57623906966745,513.2852783203125,1497400
2020-01-07,480.3220520019531,513.2853300805185,480.3220520019531,513.2853300805185,704500
2020-01-08,467.13677978515625,485.03113223660375,457.71869954755226,485.03113223660375,2298400
2020-01-09,457.7186279296875,467.1367066936728,440.76608615451386,467.1367066936728,1985300
2020-01-10,457.7186279296875,467.1367066936728,446.41693341290505,457.7186279296875,1991000
2020-01-13,459.6022644042969,461.48588024201945,457.71864856657436,459.6022644042969,2114500
2020-01-14,452.0677795410156,459.6022425333659,450.184163792928,459.6022425333659,1775100
2020-01-15,429.4643859863281,448.3005432664302,429.4643859863281,446.41692753842,2209500
2020-01-16,403.09375,429.4643691588785,372.9558995327103,429.4643691588785,3571300
2020-01-17,420.0462951660156,423.81352651279605,395.5592914119429,395.5592914119429,2265500
2020-01-20,416.27911376953125,427.58080916598914,406.86103427248304,420.04634556835055,2465700
2020-01-21,427.5807800292969,475.6129821911782,406.861006547701,414.39546963191765,2320800
2020-01-22,420.0462951660156,425.6971421861862,404.977369778894,425.6971421861862,2147900
2020-01-23,412.5118408203125,427.5807665123787,397.4429151282463,420.04630366634564,2298700
2020-01-24,403.09375,412.51182827102804,395.55928738317755,412.51182827102804,1711200
2020-01-27,408.7446594238281,410.62827536587344,397.4429637715564,401.21019565564694,2315900
2020-01-28,391.7921142578125,406.86104172926684,391.7921142578125,406.86104172926684,2513300
2020-01-29,389.90850830078125,395.5593562471694,389.90850830078125,391.79212428291066,2376200
2020-01-30,391.7921142578125,393.67573019174426,389.9084983238807,391.7921142578125,2212200
2020-01-31,391.7921142578125,395.5593461256761,378.60680272029,391.7921142578125,2343300
2020-02-03,389.90850830078125,389.90850830078125,378.606812408005,389.90850830078125,2483800
2020-02-04,382.3740539550781,386.14128601374887,378.60682189640744,386.14128601374887,2341500
2020-02-05,393.6756896972656,393.6756896972656,376.72314803566087,382.3739952561958,3024700
2020-02-06,389.90850830078125,393.67574026504,376.72319642587564,393.67574026504,2253000
2020-02-07,391.7921142578125,393.67573019174426,389.9084983238807,393.67573019174426,2233000
2020-02-10,391.7921142578125,393.67573019174426,380.49041865422174,391.7921142578125,2410600
2020-02-11,386.1412658691406,391.79211366234756,376.7231862137957,391.79211366234756,1900000
2020-02-12,380.4903869628906,388.0248500710667,369.18869230062654,386.14123429402264,2736900
2020-02-13,376.7231750488281,388.02487030029295,372.95594329833983,376.7231750488281,2383300
2020-02-14,378.6068115234375,384.2576594566232,357.8870357684235,357.8870357684235,2293100
2020-02-17,367.3050842285156,378.60677912785457,367.3050842285156,378.60677912785457,2532400
2020-02-18,356.00341796875,376.72319361772486,348.4689540963955,372.95596168154765,2825800
2020-02-19,372.9559020996094,372.9559020996094,363.5378237637607,363.5378237637607,2513600
2020-02-20,372.9559020996094,374.8395177667791,359.7705924294212,372.9559020996094,2470500
2020-02-21,374.83953857421875,374.83953857421875,356.0033808569213,356.0033808569213,1160900
2020-02-24,372.9559020996094,374.8395177667791,359.7705924294212,374.8395177667791,2701300
2020-02-25,367.3050842285156,371.0723158616286,365.42146841195915,371.0723158616286,2488200
2020-02-26,367.3050842285156,367.3050842285156,337.1672311636118,365.42146841195915,2159900
2020-02-27,371.07232666015625,374.83955840289894,361.6542473032995,365.4214790460422,2508100
2020-02-28,369.1886901855469,372.9559217180524,339.0508379255022,372.9559217180524,3287000
2020-03-02,367.3050842285156,367.3050842285156,356.0033893291767,367.3050842285156,2457800
2020-03-03,367.3050842285156,367.3050842285156,354.1197735126202,365.42146841195915,2468200
2020-03-04,367.3050842285156,367.3050842285156,361.65423677884615,361.65423677884615,2395200
2020-03-05,367.3050842285156,369.18870004507215,361.65423677884615,361.65423677884615,2417900
2020-03-06,369.1886901855469,369.1886901855469,361.6542271205357,365.42145865304127,2455100
2020-03-09,369.1886901855469,369.1886901855469,359.7706113542829,367.3050744192941,2451600
2020-03-10,363.5378723144531,367.3051041519086,361.6542563957254,365.42148823318087,2357000
2020-03-11,365.42144775390625,365.42144775390625,357.88698491361953,361.65421633376286,2492100
2020-03-12,329.6327819824219,365.42148402622763,329.6327819824219,365.42148402622763,2591900
2020-03-13,312.6802062988281,339.05082610716306,307.0293591970421,329.6327476041863,2419500
2020-03-16,318.33111572265625,318.33111572265625,293.84410682091345,312.68026751456176,2032600
2020-03-17,297.611328125,322.09833613528485,297.611328125,318.3311041337025,1955300
2020-03-18,359.7706298828125,359.7706298828125,276.8915318993374,284.42599535238054,1858900
2020-03-19,357.88702392578125,357.88702392578125,335.28363294099506,346.58532843338816,1561600
2020-03-20,352.23614501953125,359.77060801460146,333.3999875318558,357.8869922658339,1171100
2020-03-23,327.7491455078125,348.46891907439834,327.7491455078125,333.3999928441541,1065700
2020-03-24,329.6327819824219,333.4000137765067,305.14577532087054,327.74916608537944,113600
2020-03-26,333.4000244140625,333.4000244140625,310.79663292836335,310.79663292836335,237100
2020-03-27,310.7966003417969,359.7706100926255,310.7966003417969,359.7706100926255,281600
2020-03-30,325.8655700683594,346.5853461998735,291.96048185315436,310.7966419727127,38700
2020-03-31,344.70166015625,357.88696956113387,337.1671976391735,357.88696956113387,78100
2020-04-01,329.6327819824219,348.46894095284597,322.0983183942522,348.46894095284597,19400
2020-04-02,327.7491455078125,346.58530329561785,307.02937194122666,318.33106661390985,9900
2020-04-03,320.2146911621094,348.4689286175896,316.44745950137866,327.74915448357075,52600
2020-04-06,352.23614501953125,354.1197607682988,301.3785198028075,320.214677290483,86700
2020-04-07,348.46893310546875,352.2361648147171,329.6327745592272,352.2361648147171,98000
2020-04-08,348.46893310546875,350.3525489600929,327.7491587046031,329.6327745592272,177300
2020-04-09,346.5853271484375,350.3525589652683,329.6327839726987,350.3525589652683,44800
2020-04-13,340.9344482421875,348.46891118676626,323.98190661688534,329.6327538253194,139400
2020-04-14,329.6327819824219,348.46894095284597,320.2147024972098,348.46894095284597,41800
2020-04-15,344.70166015625,348.4688914147883,320.2146569757514,348.4688914147883,160600
2020-04-16,329.6327819824219,342.81809326171873,323.98193429129464,323.98193429129464,4500
2020-04-17,329.6327819824219,329.6327819824219,310.7966230119977,322.0983183942522,118000
2020-04-20,327.7491455078125,329.63276128659305,320.2146823926904,329.63276128659305,93200
2020-04-21,329.6327819824219,329.6327819824219,308.91300711495535,310.7966230119977,20200
2020-04-22,327.7491455078125,329.63276128659305,310.7966034987877,312.68021927756826,29300
2020-04-23,327.7491455078125,329.63276128659305,318.33106661390985,327.7491455078125,7900
2020-04-24,327.7491455078125,329.63276128659305,320.2146823926904,329.63276128659305,4000
2020-04-27,310.7966003417969,329.63275793826944,305.14575306285514,310.7966003417969,126900
2020-04-28,310.7966003417969,310.7966003417969,290.0768269856771,310.7966003417969,86200
2020-04-29,290.07684326171875,305.1457701844055,290.07684326171875,291.9604591270546,329300
2020-04-30,301.3785400390625,301.3785400390625,282.5423812866211,301.3785400390625,7800
2020-05-04,303.26214599609375,303.26214599609375,280.65875623240976,301.3785301824534,62500
2020-05-05,299.4949035644531,301.3785193101415,293.844056327388,301.3785193101415,43900
2020-05-06,299.4949035644531,301.3785193101415,288.1932090903228,301.3785193101415,813800
2020-05-08,299.4949035644531,307.0293665472067,284.425977598946,307.0293665472067,1693000
2020-05-11,282.5423583984375,299.4948999023438,278.775126953125,282.5423583984375,2135800
2020-05-12,282.5423583984375,282.5423583984375,263.706201171875,280.65874267578124,2009200
2020-05-13,265.58984375,273.12430740248226,263.70622783687946,269.35707557624113,2240100
2020-05-14,261.8226013183594,263.7062171551821,248.63729046060027,263.7062171551821,1536100
2020-05-15,280.6587219238281,280.6587219238281,244.8700258395816,259.93895050663275,3117900
2020-05-18,265.58984375,265.58984375,261.82261192375887,265.58984375,252500
2020-05-19,254.28810119628906,265.58979458279083,248.6372545030382,265.58979458279083,2208300
2020-05-20,275.0079040527344,278.7751356151006,237.33558842907215,252.40451467853703,3452900
2020-05-26,273.1242980957031,275.00791394463903,256.17175545528016,275.00791394463903,2241800
2020-05-27,254.28810119628906,273.12425684045866,254.28810119628906,273.12425684045866,2184000
2020-05-28,244.87005615234375,248.63728778545675,237.3355928861178,248.63728778545675,2493800
2020-05-29,263.7061767578125,263.7061767578125,235.45194353376118,237.33555908203127,2413000
2020-06-02,258.0553894042969,263.70623734745664,246.7536935179773,252.4045414611371,2706600
2020-06-03,263.7061767578125,271.24063895089284,254.28809901646207,261.8225612095424,2581800
2020-06-04,273.1242980957031,273.1242980957031,250.5209079084725,263.7062188510237,2177800
2020-06-05,318.33111572265625,329.6328121388452,259.93901757234653,261.8226336417113,2232200
2020-06-08,314.5638122558594,323.98189046711263,299.49488711785415,312.6801966136087,3246200
2020-06-09,329.6327819824219,329.6327819824219,307.0293912179129,320.2147024972098,1961600
2020-06-10,308.9129638671875,331.5163514672256,307.02934823385095,327.74912020055257,1908900
2020-06-11,376.7231750488281,380.49040679931636,308.913003540039,308.913003540039,2562900
2020-06-12,354.1197814941406,376.72317180227725,352.2361656351292,376.72317180227725,1772600
2020-06-15,340.9344482421875,340.9344482421875,329.6327538253194,340.9344482421875,1931900
2020-06-16,318.33111572265625,322.0983478613859,318.33111572265625,322.0983478613859,2091200
2020-06-17,329.6327819824219,331.51639787946425,307.0293912179129,318.3310866001674,1838600
2020-06-18,312.6802062988281,312.6802062988281,307.0293591970421,307.0293591970421,2091500
2020-06-19,291.96044921875,308.9129914314516,291.96044921875,305.145759828629,2605300
2020-06-22,325.8655700683594,327.7491860803152,282.5424017933752,291.96048185315436,2210900
2020-06-23,320.2146911621094,329.63277031393613,303.26214868882124,325.8655386532054,2075200
2020-06-24,322.0982971191406,325.86552866439376,303.2621393928751,316.447449801261,2104900
2020-06-25,327.7491455078125,329.63276128659305,303.2621403836656,318.33106661390985,2069000
2020-06-26,325.8655700683594,329.63280209227105,308.91302596075684,327.7491860803152,1972500
2020-06-29,327.7491455078125,327.7491455078125,318.33106661390985,325.865529729032,1942200
2020-06-30,327.7491455078125,329.63276128659305,318.33106661390985,327.7491455078125,1945500
2020-07-01,331.5163879394531,335.28361962058324,320.2146928960627,327.74915625832296,2174700
2020-07-02,327.7491455078125,329.63276128659305,318.33106661390985,318.33106661390985,1870100
2020-07-03,323.98193359375,329.63278127271076,307.0293905568677,325.86554948673694,2067600
2020-07-06,310.7966003417969,323.98191065932764,301.3785215435606,322.0982948996804,2072200
2020-07-07,310.7966003417969,310.7966003417969,303.26213730320785,310.7966003417969,1950300
2020-07-08,310.7966003417969,310.7966003417969,307.02936882250236,308.91298458214965,1995200
2020-07-09,310.7966003417969,310.7966003417969,305.14575306285514,310.7966003417969,1970700
2020-07-10,290.07684326171875,310.796617780413,290.07684326171875,308.91300191507713,2389100
2020-07-13,310.7966003417969,310.7966003417969,282.54236394708806,290.0768269856771,2296100
2020-07-14,320.2146911621094,320.2146911621094,301.37853285845586,310.7966120102826,2831400
2020-07-15,329.6327819824219,329.6327819824219,303.2621594238281,320.2147024972098,2100600
2020-07-16,320.2146911621094,327.74915448357075,320.2146911621094,327.74915448357075,1930600
2020-07-17,322.0982971191406,329.63276020964685,308.91298671075475,320.2146813465141,2393700
2020-07-20,318.33111572265625,322.0983478613859,318.33111572265625,322.0983478613859,1986800
2020-07-21,312.6802062988281,320.21466910120955,312.6802062988281,318.33105340061417,1934300
2020-07-22,318.33111572265625,329.6328121388452,308.91303537583207,310.7966514451969,2037500
2020-07-23,323.98193359375,329.63278127271076,308.91300644985466,318.33108591478924,2050000
2020-07-24,327.7491455078125,327.7491455078125,312.68021927756826,323.98191395025145,2039100
2020-07-27,327.7491455078125,327.7491455078125,323.98191395025145,327.7491455078125,1994900
2020-07-28,327.7491455078125,327.7491455078125,308.9129877200072,327.7491455078125,2016700
2020-07-29,327.7491455078125,327.7491455078125,320.2146823926904,325.865529729032,2023000
2020-07-30,363.5378723144531,374.8395678268195,327.74916985862615,327.74916985862615,4038000
2020-08-03,356.00341796875,363.53788184110454,348.4689540963955,363.53788184110454,2332800
2020-08-04,348.46893310546875,444.5333416913007,333.4000062684755,356.00339652396536,30505800
2020-08-05,325.8655700683594,348.46896221182936,325.8655700683594,348.46896221182936,4388600
2020-08-06,312.6802062988281,325.8655162029956,303.26212779585137,325.8655162029956,4553300
2020-08-07,318.33111572265625,318.33111572265625,312.68026751456176,312.68026751456176,3017700
2020-08-10,311.6142578125,323.0147794397866,304.0139100609756,321.1146925019055,2695900
2020-08-11,304.013916015625,311.61426391601566,302.1138290405274,311.61426391601566,2851800
2020-08-12,298.31365966796875,304.0139206807325,283.1129636339321,304.0139206807325,3421300
2020-08-13,302.11383056640625,334.4153093062107,298.3136565970175,298.3136565970175,7692400
2020-08-14,309.71417236328125,315.41443320432325,292.61338984015526,302.1138245752253,2845700
2020-08-18,307.8141174316406,309.7142045762804,298.31368170844183,309.7142045762804,2254900
2020-08-19,307.8141174316406,309.7142045762804,302.1138559977214,307.8141174316406,2248900
2020-08-24,302.11383056640625,307.8140915204894,302.11383056640625,307.8140915204894,2435600
2020-08-25,296.41357421875,302.1138352614183,292.6134001903045,302.1138352614183,4201700
2020-08-26,302.11383056640625,304.01391755110063,296.4135696123231,296.4135696123231,2522600
2020-08-27,298.31365966796875,302.1138336764779,294.5134856594596,302.1138336764779,2511500
2020-08-28,300.2137451171875,302.11383211160006,294.51348413394976,298.31365812277494,2443900
2020-08-31,300.2137451171875,302.11383211160006,298.31365812277494,298.31365812277494,3142900
2020-09-01,298.31365966796875,298.31365966796875,290.71331165095046,298.31365966796875,3055900
2020-09-02,296.41357421875,300.2137482471955,292.6134001903045,298.3136612329728,2722700
2020-09-03,296.41357421875,298.3136612329728,292.6134001903045,296.41357421875,2120500
2020-09-04,304.013916015625,304.013916015625,290.7133071899414,294.5134811401367,2284700
2020-09-07,304.013916015625,304.013916015625,294.5134811401367,294.5134811401367,2394000
2020-09-08,304.013916015625,305.9140029907227,300.2137420654297,304.013916015625,1977800
2020-09-09,302.11383056640625,302.11383056640625,296.4135696123231,302.11383056640625,2159900
2020-09-10,281.2128601074219,294.5134683557459,281.2128601074219,294.5134683557459,2729400
2020-09-11,300.2137451171875,313.51435407807554,262.21200522893594,262.21200522893594,2868100
2020-09-14,302.11383056640625,309.7141785051838,294.5134826276287,300.21374358171187,2210700
2020-09-15,302.11383056640625,304.01391755110063,298.3136565970175,302.11383056640625,2307800
2020-09-16,298.31365966796875,302.1138336764779,298.31365966796875,302.1138336764779,2002000
2020-09-17,300.2137451171875,302.11383211160006,296.4135711283623,298.31365812277494,1982000
2020-09-18,300.2137451171875,300.2137451171875,286.91313615629946,298.31365812277494,1997300
2020-09-21,292.6134033203125,300.21375145850243,292.6134033203125,298.31366442395495,2010800
2020-09-22,288.813232421875,292.61340653268917,285.01305831106083,292.61340653268917,2284300
2020-09-23,288.813232421875,290.7133194772821,283.1129712556538,288.813232421875,2306900
2020-09-24,275.5126037597656,285.01303837217137,271.71242991480335,285.01303837217137,2305200
2020-09-25,283.1129455566406,292.613379971293,275.51259802491876,275.51259802491876,2323900
2020-09-28,285.0130310058594,288.8132047526042,279.31277038574217,283.112944132487,2264300
2020-09-29,288.813232421875,288.813232421875,281.2128842002467,285.01305831106083,2128500
2020-09-30,281.2128601074219,290.71329457051047,275.51259942956875,288.81320767789276,2197800
2020-10-01,281.2128601074219,285.01303389265735,277.41268632218646,281.2128601074219,2168200
2020-10-02,285.0130310058594,288.8132047526042,275.5125966389974,281.21285725911457,2362200
2020-10-05,285.0130310058594,286.9131178792318,279.31277038574217,285.0130310058594,2164100
2020-10-06,286.9131164550781,288.81320331901907,281.21285586325536,283.1129427271963,2088700
2020-10-07,286.9131164550781,286.9131164550781,279.31276899931447,286.9131164550781,2143600
2020-10-08,288.813232421875,288.813232421875,281.2128842002467,285.01305831106083,2088100
2020-10-09,288.813232421875,290.7133194772821,283.1129712556538,288.813232421875,1990300
2020-10-12,290.71331787109375,292.6134049160028,286.9131437812755,288.8132308261846,2074200
2020-10-13,290.71331787109375,294.51349196091195,286.9131437812755,290.71331787109375,2077500
2020-10-14,290.71331787109375,292.6134049160028,286.9131437812755,290.71331787109375,2071100
2020-10-15,288.813232421875,290.7133194772821,285.01305831106083,290.7133194772821,2053400
2020-10-16,290.71331787109375,290.71331787109375,286.9131437812755,288.8132308261846,2086400
2020-10-19,286.9131164550781,290.71329018295995,281.21285586325536,290.71329018295995,2497800
2020-10-20,286.9131164550781,288.81320331901907,283.1129427271963,286.9131164550781,1976500
2020-10-21,283.1129455566406,286.9131193225016,283.1129455566406,286.9131193225016,1989500
2020-10-22,290.71331787109375,290.71331787109375,281.21288264654817,283.1129696914573,1967900
2020-10-23,286.9131164550781,290.71329018295995,283.1129427271963,290.71329018295995,1936300
2020-10-26,288.813232421875,288.813232421875,283.1129712556538,286.9131453664679,1922400
2020-10-27,285.0130310058594,288.8132047526042,283.112944132487,286.9131178792318,2062900
2020-11-02,281.2128601074219,292.6133814631282,279.31277321480417,292.6133814631282,2119600
2020-11-03,283.1129455566406,285.0130324395711,277.4126849078492,281.2128586737102,2164800
2020-11-04,285.0130310058594,285.0130310058594,281.21285725911457,283.112944132487,2167900
2020-11-05,281.2128601074219,285.01303389265735,279.31277321480417,285.01303389265735,2645000
2020-11-06,279.3127746582031,283.11294846307663,279.3127746582031,281.21286156063985,2526800
2020-11-09,279.3127746582031,283.11294846307663,279.3127746582031,279.3127746582031,2351000
2020-11-10,277.4126892089844,283.1129499461553,277.4126892089844,279.31277612137467,2645700
2020-11-11,281.2128601074219,281.2128601074219,275.51259942956875,277.41268632218646,2269000
2020-11-12,281.2128601074219,283.1129470000396,279.31277321480417,281.2128601074219,2263100
2020-11-13,281.2128601074219,281.2128601074219,277.41268632218646,279.31277321480417,2132400
2020-11-16,279.3127746582031,281.21286156063985,279.3127746582031,279.3127746582031,2212500
2020-11-17,279.3127746582031,281.21286156063985,277.41268775576634,279.3127746582031,2153000
2020-11-18,281.2128601074219,281.2128601074219,277.41268632218646,279.31277321480417,2314400
2020-11-19,283.1129455566406,283.1129455566406,279.31277179077966,279.31277179077966,2438700
2020-11-20,288.813232421875,296.4135806435033,279.31279714483964,281.2128842002467,2906700
2020-11-23,286.9131164550781,288.81320331901907,283.1129427271963,288.81320331901907,2332400
2020-11-24,294.51348876953125,294.51348876953125,286.913140672253,286.913140672253,2598900
2020-11-25,288.813232421875,296.4135806435033,288.813232421875,294.5134935880962,2429500
2020-11-26,298.31365966796875,298.31365966796875,285.0130506381867,288.81322464669586,2485000
2020-11-27,304.013916015625,305.9140029907227,298.313655090332,298.313655090332,2323300
2020-11-30,294.51348876953125,305.9140109154486,294.51348876953125,304.013923891129,2369600
2020-12-01,294.51348876953125,300.2137498424899,292.6134017452117,294.51348876953125,2144500
2020-12-02,298.31365966796875,298.31365966796875,292.613398655205,294.5134856594596,1991300
2020-12-03,288.813232421875,300.21375475431745,283.1129712556538,298.31366769891036,3345900
2020-12-04,285.0130310058594,290.7132916259766,281.21285725911457,288.8132047526042,2312600
2020-12-07,285.0130310058594,286.9131178792318,283.112944132487,285.0130310058594,2339100
2020-12-08,283.1129455566406,285.0130324395711,281.2128586737102,285.0130324395711,2470400
2020-12-10,286.9131164550781,288.81320331901907,281.21285586325536,283.1129427271963,2849800
2020-12-11,285.0130310058594,286.9131178792318,283.112944132487,286.9131178792318,2126100
2020-12-14,286.9131164550781,286.9131164550781,281.21285586325536,285.01302959113724,2427700
2020-12-15,286.9131164550781,288.81320331901907,281.21285586325536,285.01302959113724,2937900
2020-12-16,290.71331787109375,290.71331787109375,283.1129696914573,285.0130567363664,2613900
2020-12-17,290.71331787109375,292.6134049160028,283.1129696914573,290.71331787109375,2651000
2020-12-18,321.1147155761719,323.0148026505871,285.0130611622827,290.7133223855284,8082800
2020-12-21,323.0148010253906,324.9148880902459,313.51436570111446,323.0148010253906,7676900
2020-12-22,336.3154296875,342.0156912076271,302.1138605667373,323.0148194738701,12225600
2020-12-23,343.9157409667969,347.7159149001317,323.0147843334556,336.3153931001273,3887600
2020-12-28,357.2164001464844,357.2164001464844,334.41535332862367,343.9157895027323,3076500
2020-12-29,395.2181091308594,438.9201115828294,359.1164549314059,362.9166290576641,10433900
2020-12-30,380.01739501953125,399.0182647705078,368.61687316894535,399.0182647705078,6191500
2021-01-04,374.317138671875,383.81757366354697,364.81670368020303,380.0173996668782,2985300
2021-01-05,376.21722412109375,376.21722412109375,361.0165281970091,374.31713713058315,2730700
2021-01-06,387.6177673339844,418.01916085037533,376.2172447653378,376.2172447653378,5321500
2021-01-07,393.31805419921875,400.9184030726336,385.71770532580393,387.6177925441576,2856800
2021-01-08,378.1173400878906,395.2181243129711,378.1173400878906,393.318037176851,2887400
2021-01-11,368.61688232421875,378.1173174356677,366.716795301929,378.1173174356677,2790400
2021-01-12,351.51611328125,368.6168971706081,347.71593908361484,368.6168971706081,3156900
2021-01-13,336.3154296875,353.4162142478814,336.3154296875,351.5161270745057,3583000
2021-01-14,330.6151428222656,336.3154039054081,321.11470768369475,336.3154039054081,3227000
2021-01-15,342.0156555175781,353.4161773681641,326.81495971679686,330.6151336669922,2582100
2021-01-18,342.0156555175781,347.7159164428711,334.4153076171875,342.0156555175781,2541600
2021-01-19,330.6151428222656,343.9157520162648,324.9148817391231,342.0156649885506,2104900
2021-01-20,321.1147155761719,340.1155863203241,321.1147155761719,330.61515094824796,3208100
2021-01-21,330.6151428222656,342.0156649885506,321.11470768369475,321.11470768369475,3073400
2021-01-22,330.6151428222656,349.6160130994073,311.6142725451239,332.5152298499798,3326800
2021-01-25,319.214599609375,330.6151210239955,307.8140781947545,330.6151210239955,2490900
2021-01-26,313.51434326171875,321.11469097715434,311.61425633285984,319.2146040482954,2128800
2021-01-27,292.6134033203125,313.51436070033486,292.6134033203125,313.51436070033486,4771000
2021-01-28,283.1129455566406,292.613379971293,277.4126849078492,283.1129455566406,3519800
2021-01-29,285.0130310058594,290.7132916259766,264.112075398763,283.112944132487,3365600
2021-02-01,300.2137451171875,307.8140930948378,275.512614189824,281.2128751730617,3462800
2021-02-02,305.91400146484375,309.71417539608404,298.31365360236316,300.21374056798334,2208400
2021-02-03,311.6142578125,311.6142578125,302.1138231230945,305.9139969988567,2171500
